,분류,키워드
86786,0,ᄌ ᄆᄋ ᄉᄌᄒᄀ
86787,0,ᄋᄂᄋ ᄉᄋᄋᄒᄅ ᄇᄀ
86788,0,ᄏᄑᄐ ᄇᄐᄒᄆ ᄉᄏᄌ ᄆᄃ ᄌᄋᄀ
86790,0,ᄐᄉ ᄉᄀ
86791,0,ᄋᄂ ᄒᄌᄂ ᄉᄀ
86792,0,ᄇᄒ ᄀᄀ
86793,0,ᄋᄂ ᄉᄐᄀ ᄋᄇᄉᄐ ᄒ ᄌᄃᄉᄀ
86794,0,ᄏᄑᄐ ᄀᄋᄒᄅ ᄀᄀ
86795,0,ᄋᄋᄋ ᄋᄉ ᄋᄇ
86796,0,ᄋ ᄀᄋ ᄎᄂ ᄋᄂ ᄂ
86797,0,ᄑᄋ ᄎᄇᄃ ᄋᄆᄋ
86798,0,ᄋᄂ ᄋᄀᄎ
86799,0,ᄂᄀ ᄒᄀᄋ ᄇᄂ ᄆᄋ ᄇᄉ ᄋᄇ
86800,0,ᄒᄌᄐᄋ ᄋᄂ ᄒᄀᄋᄉ ᄋ ᄆᄋ ᄇᄀᄒᄀ
86801,0,ᄌᄉᄋ ᄈᄌᄌ ᄋᄀ
86802,0,ᄋᄇᄌ ᄉᄂᄀ ᄋᄇ
86803,0,ᄌᄆ ᄇ ᄋᄇ ᄋᄇ
86804,0,ᄒᄉ ᄆᄋ ᄃ ᄋᄋᄂᄌ
86805,0,ᄒᄃᄑ ᄎᄌ ᄋᄅᄃᄆ ᄎᄌᄀ ᄁᄀ
86806,0,ᄇᄐᄒᄆᄋ ᄉᄌᄋ ᄋᄆᄋᄅ ᄀᄌᄋ ᄉ ᄋᄂᄌ
86807,0,ᄋᄌ ᄋᄌ ᄆᄋ ᄋᄂᄌ
86808,0,ᄅᄇᄎᄉᄀ ᄌᄃ ᄋᄇ
86809,0,ᄋᄋᄒᄃᄒᄀ ᄌᄋ ᄂᄋᄌ
86810,0,ᄋᄉ ᄇᄀᄒᄋ ᄆᄋ ᄋᄂᄌ
86811,0,ᄌᄀ ᄊᄀ ᄋᄃ ᄀ ᄋᄉᄌᄌᄒᄀ
86812,0,ᄃᄋᄌ ᄉᄋ ᄋᄉ ᄀᄉᄅ
86813,0,ᄒᄌᄀ ᄆᄋ ᄃ ᄋᄋᄂᄌ
86815,0,ᄋᄉ ᄀᄂ ᄇᄇ
86816,0,ᄎᄉᄀ ᄂᄐᄂᄀ ᄋᄆᄂ ᄉᄅᄌᄅ ᄂ ᄀᄌ
86817,0,ᄑᄋᄋ ᄋ ᄆᄋ ᄉᄌᄒᄀ
86818,0,ᄂᄋ ᄌᄒᄀ ᄃᄎᄒ ᄋᄌ ᄎᄉ ᄋᄇ
86819,0,ᄒᄎ ᄀᄒᄋᄃ ᄌᄅ
86820,0,ᄌᄂᄃ ᄎ ᄆᄋ ᄌ ᄒᄀᄋᄉ ᄋ ᄆᄋ ᄀᄉᄒᄀ
86821,0,ᄂᄀ ᄇᄂ ᄆᄋᄒᄋ ᄋᄂ ᄆᄋᄃ ᄆᄃ ᄉᄌᄒᄀ
86822,0,ᄌᄋᄋᄅᄇᄐ ᄋ ᄆᄋ ᄉᄑᄆᄋᄅ ᄇᄂᄀ
86823,0,ᄋᄂ ᄅᄄ ᄇᄑᄂᄋᄌ
86824,0,ᄋᄉᄇᄀᄒᄋᄉ ᄀᄌ ᄎᄀ ᄆᄋ ᄋᄀ
86825,0,ᄋᄇ ᄌ ᄐᄋᄋ ᄋᄋᄋ ᄋᄅ ᄆᄃ ᄁᄀ
86826,0,ᄇᄅᄃ ᄇ ᄇᄀ ᄌᄌᄒᄀ
86827,0,ᄃᄋ ᄌ ᄉᄋᄋ ᄒᄉ ᄃᄋᄌᄀ
86828,0,ᄋᄌᄇ ᄒᄆᄋᄋᄀ ᄇᄂ ᄋᄆᄋ ᄌᄆ
86829,0,ᄉᄑᄀ ᄌᄋ ᄏᄌᄂᄌ
86830,0,ᄋᄂ ᄀᄑ ᄂ ᄋᄂᄌ
86831,0,ᄂᄋᄆᄅ ᄋᄃ ᄂᄊ
86832,0,ᄂᄋ ᄋᄒ ᄋᄌ  ᄋᄇ
86833,0,ᄒᄃᄇ ᄀᄀᄃᄑ ᄀᄃ ᄀᄉ
86834,0,ᄃᄋᄌ ᄉᄋᄋ ᄋᄌ
86835,0,ᄋᄇ ᄋᄋᄒᄀ
86836,0,ᄃᄂᄇ ᄇᄎᄇ ᄋᄇ
86837,0,ᄎᄀ ᄉᄋᄑᄐ ᄋᄌ ᄌᄌᄃᄋᄋᄂᄌ
86838,0,ᄒᄀ ᄀᄀ ᄀᄌᄅ ᄀᄅ ᄀᄉ
86839,0,ᄌᄀ ᄒᄌᄉ ᄇ ᄏᄌᄂᄌ
86840,0,ᄃᄋ ᄌ ᄒᄋᄋ ᄇᄒᄀ ᄐᄏ ᄉᄀ ᄎᄀᄒᄀ
86841,0,ᄌᄋ ᄎᄀ ᄒᄉ ᄆᄋ ᄋ ᄉᄀ
86842,0,ᄇᄊ ᄀ ᄆᄂᄌ
86843,0,ᄌᄃᄎ ᄉᄃᄀᄀ
86844,0,ᄀᄉ ᄋᄋ ᄉ
86845,0,ᄆᄋᄂ ᄒᄌ ᄀᄋ ᄀᄀ
86846,0,ᄋᄇᄃ ᄑᄀ ᄀᄋ
86847,0,ᄋᄇ ᄌᄆ ᄁᄌᄋᄂᄌ
86848,0,ᄃᄑᄋ ᄄ ᄇᄀ
86849,0,ᄌᄂᄃ ᄉᄒ ᄂᄍ
86850,0,ᄂᄋ ᄉᄉ ᄃᄋᄅ ᄆᄋ ᄋᄌ ᄎᄀᄒᄀ
86851,0,ᄇᄋᄋᄀ ᄋᄂ ᄌᄂᄋ ᄌᄋᄉ ᄆᄌᄆᄀ ᄀᄋ ᄋᄉᄒᄌᄀ ᄆᄋᄇᄂᄀ
86853,0,ᄋᄐᄂ ᄉᄑᄆ ᄀᄋᄒᄀ
86854,0,ᄌᄎᄌᄋ ᄇᄋᄂᄌ
86855,0,ᄆᄅ ᄋᄌ ᄌᄀᄎᄀ ᄆᄋ ᄋᄌ ᄋᄇ
86856,0,ᄇᄒ ᄉᄀ ᄀᄅ ᄆᄋ ᄋᄀ
86857,0,ᄃᄋᄌ ᄌᄆᄀᄆ ᄋᄌ ᄇᄅᄑᄒᄀ
86858,0,ᄋᄂ ᄌᄌ ᄌᄃ
86859,0,ᄋᄋᄏ ᄌᄉᄆᄃᄅ ᄒᄀ
86860,0,ᄋᄋᄀᄋ ᄋᄇᄃ ᄌᄌ ᄋᄌᄋ
86861,0,ᄋᄇ ᄇᄆ ᄏᄀ
86863,0,ᄋᄇᄋᄉ ᄆᄅ ᄀᄂ ᄃ ᄑᄋᄒ ᄉᄀ
86864,0,ᄌᄇ ᄒᄑᄀ ᄁᄀ
86865,0,ᄉ ᄆᄋ ᄇᄂᄌ
86866,0,ᄂᄋ ᄑᄅᄑ ᄋᄃ
86867,0,ᄒᄀ ᄃᄉᄀᄋᄉ ᄀᄋ ᄀᄇᄒᄀ
86868,0,ᄂᄋᄁᄌ ᄂ ᄐᄌᄅ ᄎ ᄀᄌᄋᄀ
86869,0,ᄋᄉᄋ ᄀᄋᄋ ᄀᄒ ᄀᄉ ᄆᄋᄀ
86870,0,ᄃᄋᄃ ᄋ ᄌᄀᄌ ᄀᄂ ᄇᄇ
86871,0,ᄋᄌ ᄒᄉᄋᄉ ᄋ ᄆᄋ ᄋᄀ
86872,0,ᄒ ᄆᄋ ᄋᄇ
86873,0,ᄌᄉᄋ ᄌᄌ ᄉᄌ ᄌᄀᄒᄉᄋ ᄆᄀᄌ
86874,0,ᄉᄑ ᄆᄋᄒᄋ ᄆᄋ ᄌᄇ ᄌᄋᄀ
86875,0,ᄋᄉ ᄆᄃ ᄁᄀ
86876,0,ᄂ ᄇ ᄒᄌ ᄒᄆ ᄇᄋᄀ
86877,0,ᄉᄌ ᄐᄑᄋ
86878,0,ᄎᄋᄇᄅᄒ ᄀᄇᄀ
86879,0,ᄉᄋᄋ ᄋᄇᄋᄅ ᄇᄂ ᄆᄋ ᄒᄋᄒᄀ
86880,0,ᄋᄋᄒ ᄆᄋ ᄌᄇ ᄎᄉᄒᄀ
86881,0,ᄌ ᄃ ᄋᄌ ᄎᄒᄀ
86882,0,ᄋᄉ ᄇᄅᄀ
86883,0,ᄉᄉᄎ ᄅᄏ ᄀᄅ ᄀᄉ
86884,0,ᄆᄅᄀ ᄃᄋᄀ ᄋᄂ ᄀ
86885,0,ᄋᄂ ᄍᄒᄀ ᄂᄀ
86886,0,ᄎᄒ ᄀᄅ ᄆᄋ ᄋᄇ
86887,0,ᄋᄇᄌ ᄀᄋᄋ ᄃᄏ ᄂᄊ
86888,0,ᄋᄌ ᄋᄋᄏ ᄏᄌ ᄋᄃ ᄉᄀ
86889,0,ᄏᄑᄐ ᄆᄋᄉ ᄉᄋᄎ ᄏᄀ
86890,0,ᄂᄋ ᄋᄒ ᄃᄉᄉ ᄇ ᄋᄂᄌ
86891,0,ᄑᄋᄌᄋᄇ ᄁᄂᄂ ᄂ
86892,0,ᄋᄒ ᄇᄉᄒ ᄐᄑ ᄋᄅ
86893,0,ᄋᄂ ᄆᄌᄆ ᄉᄏᄌ
86895,0,ᄉᄐᄃ ᄇᄇ ᄌᄆ ᄇᄀ ᄒᄀ
86896,0,ᄋᄂ ᄒᄋᄒ ᄀ ᄃ ᄂᄋᄅ ᄆᄅᄀ
86897,0,ᄌ ᄉᄂᄌ ᄆ ᄉᄂᄌ
86898,0,ᄃᄋᄌ ᄆᄋᄋ ᄇ ᄂᄅᄂ ᄉᄀ
86899,0,ᄋᄉᄌᄒ ᄉᄅ ᄉᄉᄃ ᄌᄒ ᄋᄂᄌ
86900,0,ᄋᄀ ᄌᄀ
86901,0,ᄋᄌ ᄐᄃᄋ ᄂᄁᄌᄌ ᄋᄋᄆ ᄋᄉ ᄌᄎ ᄇᄀ
86902,0,ᄋᄇ ᄐᄇ ᄏᄀ
86903,0,ᄋᄂ ᄌᄂ ᄋᄉᄉ ᄋᄃ ᄋᄅᄌᄀ ᄋᄉᄃ ᄋᄉᄋᄆ ᄀᄑᄋᄋᄅᄀ ᄒᄀ
86904,0,ᄌᄇ ᄃ ᄋ ᄆᄋ ᄉ
86905,0,ᄂᄀᄊ ᄆᄋᄒ ᄆᄃ ᄇᄋᄌᄂᄌ
86906,0,ᄌᄆ ᄆᄉᄆᄌ ᄂᄃ
86907,0,ᄆᄋ ᄎᄇ ᄀᄂ ᄋᄅ
86908,0,ᄃᄋᄋ ᄒᄀᄀᄂ ᄂ
86909,0,ᄃᄋᄌ ᄀᄉᄒ ᄉᄋ
86910,0,ᄃᄋᄌ ᄀᄋᄋ ᄐᄀᄀ ᄂᄊ
86912,0,ᄋᄒ ᄈᄀᄂ ᄉ
86913,0,ᄋᄇᄌ ᄌᄆ ᄒᄂ ᄋ
86914,0,ᄋᄋ ᄇ ᄀᄉᄀ ᄌᄃᄉᄏᄀ
86915,0,ᄒᄀᄋᄅ ᄋᄃᄒᄀ
86916,0,ᄉᄐᄃ ᄇᄐᄅ ᄃ ᄃᄋᄂᄌ
86917,0,ᄇ ᄉᄋ ᄃᄉ ᄇ ᄋᄂᄌ
86918,0,ᄌᄉ ᄌᄀᄋ ᄂᄍ
86919,0,ᄐᄇ ᄋᄇᄋᄅ ᄋᄋᄎᄃᄋᄋᄋᄅ ᄇᄁᄀ
86920,0,ᄃᄋᄃ ᄃᄒᄃᄀ ᄆᄋ ᄂᄍ
86921,0,ᄉᄋ ᄋᄌ
86922,0,ᄂᄋ ᄀᄅᄎᄋ ᄌᄉ ᄋᄉ ᄉᄀ
86923,0,ᄂᄋ ᄒᄋ ᄀᄌ ᄆᄋ
86924,0,ᄂᄋ ᄇᄒᄀ ᄎᄇ ᄉᄀ
86926,0,ᄑᄅᄉ ᄏᄉᄐ ᄏ ᄇᄑᄒ ᄀᄅ ᄀᄉ
86927,0,ᄎᄂ ᄉᄀ ᄊᄌ ᄋᄀ
86928,0,ᄋᄋᄅᄃ ᄆᄋ ᄀᄉ ᄀᄌᄀ
86929,0,ᄀᄎᄂᄌᄀ ᄋᄃ ᄉᄃ ᄂᄎᄀ
86930,0,ᄂᄋ ᄋᄌ ᄂ ᄋᄂᄌ
86932,0,ᄉᄑᄀ ᄒᄉᄀᄒ ᄌᄌᄉᄏᄀ
86933,0,ᄃᄋᄋᄇ ᄋᄂ ᄇᄌᄅᄇ ᄋᄉ
86934,0,ᄇᄐ ᄎᄉ ᄇᄐᄋᄅ ᄒᄀ
86935,0,ᄋᄇᄃ ᄒᄋ ᄋᄂ ᄂ
86936,0,ᄌᄀ ᄋᄂ ᄐᄑ ᄋᄅ
86937,0,ᄋᄒ ᄃᄎᄀᄒᄋ ᄉ
86938,0,ᄀᄋ ᄎᄋ ᄀᄃ ᄆᄋ ᄎᄉᄒᄀ
86939,0,ᄋᄂ ᄌᄉᄉᄌ ᄌᄋ ᄉᄉ
86940,0,ᄃᄋ ᄌ ᄋᄉ ᄀᄉ
86941,0,ᄀᄉ ᄌᄆ ᄏᄀ
86942,0,ᄋᄂ ᄂᄋ ᄋᄌ
86943,0,ᄂᄋ ᄋᄉ ᄀᄒᄀᄀ ᄋᄌ ᄃᄅᄒᄀ
86944,0,ᄋᄌᄃ ᄋᄃ ᄌᄆ ᄇᄋ ᄋᄇ
86945,0,ᄀᄉ ᄐᄇᄋ ᄁᄂᄌ
86946,0,ᄋᄇᄌ ᄋᄋᄋ ᄉᄋᄋ ᄆᄉᄉᄋ ᄋᄌ
86947,0,ᄇᄃᄉ ᄐᄂ ᄋ
86948,0,ᄌᄏ ᄃᄌᄎ ᄂᄍ
86949,0,ᄋᄒ ᄃᄂᄆ ᄋᄌᄇᄐ ᄆᄂ ᄋᄋ
86950,0,ᄌᄒᄏᄃᄅ ᄉᄇᄌᄀ ᄒᄁ ᄇᄋᄌᄀ
86951,0,ᄋᄇᄌ ᄀᄌ ᄎᄋ ᄋᄋ
86952,0,ᄋᄉᄋᄋᄉᄋᄉ ᄋ ᄆᄋ ᄉᄑᄎᄅ ᄒᄂᄌ
86953,0,ᄋᄌ ᄒᄉᄋᄉ ᄋ ᄆᄋ ᄋᄂᄌ
86954,0,ᄃᄋ ᄌ ᄆᄋᄋ ᄋᄉ ᄀᄂᄋᄋᄅ ᄌᄉ ᄇᄁᄀ
86955,0,ᄋᄌ ᄀᄌᄆ ᄎᄀ ᄋᄉ
86956,0,ᄀᄌ ᄌᄎ ᄌᄉ ᄉᄋᄃᄒᄀᄅ ᄒᄀ
86957,0,ᄋᄇᄃ ᄂ ᄋᄂ ᄒᄉ
86958,0,ᄅᄇᄎᄉᄀ ᄆᄌᄆ ᄉᄋ ᄉᄀ
86959,0,ᄃᄋ ᄌ ᄉᄋᄋ ᄏᄑᄐ ᄇᄆᄀ ᄇᄆ ᄋᄅᄒᄀ
86960,0,ᄃᄋ ᄌ ᄇᄉ ᄇ ᄋᄂᄌ
86961,0,ᄂᄉ ᄉᄅᄋᄀ ᄆᄋ ᄀᄂ ᄋᄋ
86962,0,ᄌᄂ ᄀᄋ ᄀᄌ ᄎᄋᄋ ᄄ
86963,0,ᄉᄇᄌ ᄇ ᄏᄀ
86964,0,ᄐᄀᄋᄅᄂ ᄌᄆᄋ ᄆᄋ ᄋᄂᄌ
86965,0,ᄌ ᄋᄌ ᄋᄀ
86967,0,ᄎᄆ ᄃᄒᄋᄂᄌ
86968,0,ᄀᄉᄃᄋ ᄆᄋ ᄉᄉᄒᄌ
86969,0,ᄎᄌ ᄌ ᄌᄂᄂᄌ
86970,0,ᄋᄂ ᄒᄉ ᄆᄐ ᄉᄀ
86971,0,ᄂᄀᄊ ᄆᄋᄒ ᄆᄃ ᄇᄋᄀ
86972,0,ᄆᄉᄆᄌᄂᄃ ᄌᄋᄌᄂ ᄉᄀ
86973,0,ᄉᄉᄂᄀ ᄏᄅᄇ ᄎᄌᄒᄀ
86974,0,ᄃᄋᄌ ᄌᄇᄌ ᄂᄊ
86975,0,ᄀᄅ ᄌᄋ ᄇᄆᄀ ᄀᄅ ᄀᄉ
86976,0,ᄒᄌ ᄆᄉᄆᄌ ᄂᄃ
86977,0,ᄋᄋ ᄆᄋ ᄌᄇ ᄉᄌᄒᄀ
86980,0,ᄒᄉ ᄀᄂᄂ
86981,0,ᄋᄋ ᄉᄅ ᄌᄋᄀ
86982,0,ᄋᄇᄌ ᄐᄋᄋ ᄉᄒ ᄇ ᄋᄂᄌ
86984,0,ᄒᄉᄀ ᄌᄋ ᄋ ᄆᄋ ᄒᄋᄒᄀ
86985,0,ᄆᄅ ᄂᄊ
86986,0,ᄌᄋ ᄌ ᄉᄑᄀ
86988,0,ᄉᄐᄃ ᄇᄀ ᄒᄀ
86989,0,ᄋᄇᄌ ᄃᄀ ᄂᄊ
86990,0,ᄌᄋᄑᄉᄃ ᄆᄋᄃ ᄌ ᄃᄃ ᄋᄉ ᄃ ᄀ ᄉᄌᄒᄀ
86991,0,ᄇᄉᄒᄀ
86992,0,ᄒᄀᄅ ᄇᄂ ᄆᄋ ᄉᄉᄒᄋ ᄋᄇ
86993,0,ᄀᄌᄋ ᄆᄋ ᄂᄀ ᄒ ᄉᄅ
86995,0,ᄒᄉ ᄋ ᄋᄌ ᄋᄀ
86996,0,ᄃᄋᄃ ᄎᄉᄀᄀ ᄋᄌ
86997,0,ᄀᄅᄌᄒᄐ ᄀᄉ ᄃᄅ ᄇᄉᄆᄌ ᄌ ᄌᄋᄌ ᄋᄂᄌ ᄆᄀ
86999,0,ᄌᄃ ᄋᄋᄇᄅᄀ ᄉᄋ ᄆᄀ
87000,0,ᄋᄅᄇᄋᄐ ᄒᄎᄒᄀ
87001,0,ᄌ ᄌᄎ ᄒᄀᄒᄀ
87002,0,ᄋᄂ ᄅᄃ ᄐ ᄌᄌ ᄀᄅ ᄉᄉ
87003,0,ᄀᄀᄂ
87004,0,ᄌᄀ ᄋᄋ ᄋᄆᄋ ᄌᄌᄒᄀ
87005,0,ᄋᄌ ᄀᄉᄂ ᄆᄋ ᄋᄇ
87006,0,ᄇᄉ ᄇ ᄎᄋᄂ ᄌᄃ
87009,0,ᄌᄒᄀ ᄌ ᄌᄅᄋ ᄋᄂᄌ
87010,0,ᄒᄀᄋᄉ ᄇᄂ ᄆᄋ ᄉᄑᄎᄅᄒᄀ
87011,0,ᄋᄂ ᄀᄀ ᄋᄋᄒᄅ ᄀᄀ
87012,0,ᄀᄂ ᄀᄅᄇ ᄋᄒᄋ ᄐᄋ ᄉᄒ ᄇᄂᄌ
87013,0,ᄌ ᄋᄒ ᄒᄀ ᄉᄇᄉ ᄋᄎ ᄋᄌ
87014,0,ᄋᄇᄌ ᄉᄋᄋ ᄂᄊ
87015,0,ᄋᄂ ᄎᄀ ᄋᄃ
87016,0,ᄋᄋᄋ ᄂᄊ ᄆᄋᄌ
87017,0,ᄋᄒ ᄀᄒᄋ ᄉ
87018,0,ᄋᄇ ᄒᄇᄀ ᄎᄋ ᄀᄅ ᄀᄉ
87020,0,ᄋᄌ ᄋ ᄆᄋ ᄇᄉᄌ
87021,0,ᄀ ᄄᄁᄌ ᄆᄃ ᄋᄉᄒᄀ
87022,0,ᄃᄋᄌ ᄎᄌ ᄂᄍ
87024,0,ᄉᄋᄏᄃ ᄋᄋ ᄒᄋᄆᄋ ᄆᄃ ᄉᄌᄒᄀ
87025,0,ᄂᄋ ᄋᄎ ᄋᄅ ᄌᄃᄅ ᄏᄌᄂᄌ
87027,0,ᄆᄉᄀᄋᄉ ᄉᄌ ᄎᄋᄒᄌ ᄋᄀ
87030,0,ᄋᄅᄌ ᄌᄉᄀ ᄃ ᄏᄋ ᄉ ᄒᄂ ᄋ ᄃᄀ ᄆᄉᄂ ᄇᄇ
87031,0,ᄆᄑ ᄉᄌ ᄀᄇᄌᄆᄌ ᄀᄂ ᄇᄇ
87032,0,ᄀᄉ ᄈᄀ ᄆᄃ ᄌᄆ ᄏᄀ
87033,0,ᄌᄀᄌᄑ ᄒᄉᄀ ᄃ ᄁᄌᄋᄋ ᄉᄌᄒᄀ
87034,0,ᄋᄎ ᄎᄉᄇ ᄌᄆ ᄁᄀ
87035,0,ᄂᄋ ᄒ ᄄᄂ ᄉᄀ
87036,0,ᄃᄋᄌ ᄋᄉ ᄌᄉ ᄃ ᄋᄒᄀᄋᄅ ᄇᄁᄀ
87037,0,ᄋᄌ ᄇᄂ ᄆᄋ ᄉᄉᄋᄇ
87038,0,ᄋᄇᄌ ᄋᄇᄋᄂ ᄂᄍ
87040,0,ᄋ ᄃᄃᄒ ᄋᄀ ᄃᄂᄀ
87041,0,ᄋᄂ ᄂ ᄆᄋᄌ
87042,0,ᄂᄋ ᄉᄋᄉᄎ ᄀᄉᄒᄅ
87044,0,ᄐᄋᄐᄋᄉ ᄋ ᄆᄋ ᄌ ᄀᄉᄒᄀ
87045,0,ᄌᄋ ᄑᄌᄒ ᄇᄋᄌ ᄋᄂᄌ
87046,0,ᄀᄀ ᄋᄌ ᄇᄇ
87047,0,ᄒᄌᄋᄀ ᄌᄃᄒ ᄋᄅ ᄆᄀ
87048,0,ᄋᄋ ᄆᄋ ᄉᄌ ᄋᄇ
87049,0,ᄌᄉᄀ ᄉᄐ ᄌᄀᄒᄀ
87051,0,ᄒᄌ ᄐᄑ ᄌᄒ ᄉᄒ
87052,0,ᄋᄋ ᄍᄋ ᄌᄋ ᄀᄉ ᄀᄋ ᄒᄇᄀ
87054,0,ᄀᄋᄉ ᄇᄑᄆ ᄉᄋᄒᄀ
87055,0,ᄌᄀ ᄌᄀ ᄂᄊ
87056,0,ᄋᄌ ᄋᄒ ᄉᄌᄂᄋ ᄇᄂ ᄆᄋ ᄒᄋᄒᄀ
87057,0,ᄂᄋ ᄋᄉ ᄌᄉᄁᄌ ᄌᄋ ᄈᄅ ᄃᄌᄀᄐ ᄉᄃ
87058,0,ᄌᄉᄀ ᄏᄀ
87059,0,ᄅᄇ ᄎᄉᄀ ᄎᄉ ᄌᄋᄌ
87060,0,ᄋᄂ ᄇᄋᄂ ᄉᄀᄃ
87061,0,ᄂᄋ ᄋᄃᄉ ᄇᄆᄂ ᄌᄉ
87064,0,ᄋ ᄆᄋ ᄌᄌᄒᄂᄌ
87065,0,ᄉᄋ ᄎᄇ ᄉᄀ
87066,0,ᄋᄀᄋᄀ ᄃᄋᄀ ᄆᄋ ᄃ ᄉᄌᄒᄌᄅ
87067,0,ᄋᄋᄏ ᄒ ᄉᄀ ᄃ ᄁᄌᄃᄅ ᄋᄋᄒᄀ
87069,0,ᄒᄆᄂ ᄉᄉ ᄉᄋᄋᄃᄋᄌ
87070,0,ᄋᄂ ᄋᄒ ᄃᄉ ᄐᄂᄉ ᄃᄒᄒ ᄋᄌ ᄎᄀᄒᄀ
87071,0,ᄒᄉᄋᄉ ᄋ ᄆᄋ ᄌᄇ ᄉᄑᄎᄅ ᄒᄀ
87072,0,ᄋᄀᄀᄅ ᄆᄋ ᄆᄃ ᄉᄌ ᄋᄇ
87074,0,ᄃᄎ ᄋᄀᄌᄀ ᄃᄇ ᄀᄂ ᄋᄇ
87075,0,ᄒᄋᄋ ᄀᄉ ᄎ ᄆᄋ ᄇᄀ
87076,0,ᄌᄒᄌᄀ ᄒᄋᄌ ᄋᄋ
87077,0,ᄂᄋ ᄋᄉᄉ ᄀᄋᄀ ᄂᄊ
87078,0,ᄃᄋ ᄋ ᄇᄂᄂ ᄋᄋ
87079,0,ᄌᄉᄉ ᄂᄂ ᄂᄁᄌ ᄂᄋ ᄀᄀ
87080,0,ᄆᄉᄆᄌ ᄌᄋᄃᄂ ᄉᄀ
87081,0,ᄋᄂ ᄀᄆ ᄎᄌᄀᄋ
87082,0,ᄉᄇᄒ ᄌᄉ ᄒᄋ ᄀᄂ ᄋᄇ
87083,0,ᄋᄋᄏ ᄌᄉᄆᄃᄅ ᄉᄉᄇ ᄐᄀ
87084,0,ᄆᄂᄀ ᄉᄋᄆ ᄆᄌ ᄋᄅᄒᄀ
87085,0,ᄀᄅᄀ ᄒᄀ
87086,0,ᄑᄌ ᄉᄐᄒᄀ
87087,0,ᄀᄂᄋ ᄆᄋ ᄋᄇ
87088,0,ᄃᄋ ᄌ ᄒᄋ ᄌᄉ
87089,0,ᄀᄌ ᄏᄀ ᄒᄒᄒᄂ ᄋ
87090,0,ᄀᄂᄋ ᄆᄋ ᄀᄉᄒᄀ
87091,0,ᄒᄀᄂᄃᄌᄍᄀᄅ ᄇᄅ ᄋᄀ
87092,0,ᄋᄅ ᄃᄒᄀᄋ ᄋᄋ ᄒᄂ ᄋᄋ
87093,0,ᄉᄐᄆᄃ ᄒᄀ ᄒᄉ ᄎᄀ ᄀᄂ ᄋᄇ
87094,0,ᄎᄋᄂᄊᄋ ᄋᄃᄒᄌ ᄋᄀ
87095,0,ᄀᄀᄆᄋᄋ ᄃ ᄌᄋᄀ
87096,0,ᄋᄂ ᄇᄋ ᄆᄋ ᄌ ᄋᄋᄋ ᄆᄋ ᄋᄂᄌ
87097,0,ᄌᄌᄅᄋᄌ ᄌᄃᄒᄀ
87098,0,ᄂᄋᄋ ᄋᄂᄇᄃ ᄂᄊ ᄆᄋᄌ
87099,0,ᄋᄂ ᄀᄋ ᄂᄋ ᄉᄀ
87100,0,ᄋᄀᄃ ᄀ ᄃᄉ ᄇᄀ
87101,0,ᄐᄌ ᄆᄋᄆ ᄇᄌ ᄋᄋ
87102,0,ᄂᄋ ᄋᄌ ᄇᄋᄂᄌ
87103,0,ᄀᄉ ᄀᄂᄇ ᄇ ᄏᄌᄂᄌ
87104,0,ᄌᄉ ᄋᄋᄂ ᄋᄆᄃ ᄆᄌ ᄋᄀ
87105,0,ᄋᄇᄌ ᄀᄋ ᄀᄌ ᄂᄋ ᄂ
87107,0,ᄒᄀᄋ ᄉᄋᄃᄀ ᄉᄒᄌᄌ ᄀᄉ
87108,0,ᄀᄋᄀᄆᄋᄋ ᄉᄒ ᄌᄒᄂᄌ
87109,0,ᄀᄋᄋ ᄋᄀ ᄌᄋ ᄎ ᄌᄇᄒᄀ
87110,0,ᄂᄋ ᄋᄆ ᄉᄀ
87112,0,ᄋᄌ ᄋᄌᄋ ᄃᄋ ᄂᄅ
87113,0,ᄋᄋᄀ ᄋᄋ ᄄ ᄃᄎ
87114,0,ᄇᄌᄅ ᄀᄎ ᄎᄀᄋ ᄃᄀ
87115,0,ᄂᄀ ᄈᄀ ᄇᄃᄋ ᄋᄅ
87116,0,ᄇᄅᄃ ᄆᄃ ᄌᄆ ᄌᄂ ᄋᄉᄉᄋ ᄏᄀ
87117,0,ᄂᄒᄐ ᄆᄂ ᄃᄎ ᄉᄑ
87118,0,ᄌᄂᄋ ᄂ ᄂᄅ ᄒᄅ
87119,0,ᄉᄋ ᄇ ᄎᄌ ᄇᄋᄀ
87120,0,ᄆᄒᄋ ᄆᄋ ᄋᄂᄌ
87121,0,ᄌᄎ ᄆᄋ ᄉᄐᄒᄉ ᄆᄃ ᄉᄌᄒᄀ
87122,0,ᄌᄇᄃ ᄀᄌ ᄂᄋ ᄆᄋ ᄋᄂᄌ
87123,0,ᄋᄂ ᄋᄎᄀᄋ ᄀᄉ ᄉᄅ ᄈᄅ ᄋᄑᄋᄅ ᄇᄎᄀ
87124,0,ᄎᄀᄋᄃ
87125,0,ᄉᄂᄋᄃ ᄋᄉᄋᄃᄅ ᄆᄎᄌ
87126,0,ᄂᄋ ᄀᄌ ᄄᄄᄒ ᄉᄀ
87128,0,ᄒᄌᄐᄋ ᄋᄂ ᄆᄋ ᄌᄇ ᄋᄀᄉᄌᄒᄀ
87129,0,ᄋᄂ ᄑᄃᄊᄀ
